month,deployed_tech_count,deployed_tech_ids,climate_restoration_effect,ocean_restoration_effect,agriculture_effect,pollution_cleanup_effect,baseline_mortality,transition_mortality,total_mortality,population,temperature_delta,co2_concentration,ocean_acidification,biodiversity_loss,nitrogen_boundary,phosphorus_boundary,active_crises,crisis_types,government_effectiveness,social_cohesion
48,78,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools",0.000000,0.000000,0.000000,0.053749,0.000000,0.000000,0.000000,7,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
49,82,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production",0.000000,0.000000,0.000000,0.054606,0.000000,0.000000,0.000000,7,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
50,82,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production",0.000000,0.000000,0.000000,0.055476,0.000000,0.000000,0.000000,7,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
51,82,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production",0.000000,0.000000,0.000000,0.056360,0.000000,0.000000,0.000000,7,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
52,87,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control",0.000000,0.000000,0.000000,0.057258,0.000000,0.000000,0.000000,7,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
53,87,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control",0.000000,0.000000,0.000000,0.058170,0.000000,0.000000,0.000000,7,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
54,87,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control",0.000000,0.000000,0.000000,0.059096,0.000000,0.000000,0.000000,7,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
55,92,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power",0.000000,0.000000,0.000000,0.060036,0.000000,0.000000,0.000000,6,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
56,92,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power",0.000000,0.000000,0.000000,0.065406,0.000000,0.000000,0.000000,6,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
57,92,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power",0.000000,0.000000,0.000000,0.066462,0.000000,0.000000,0.000000,6,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
58,97,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework",0.000000,0.000000,0.000000,0.067535,0.000000,0.000000,0.000000,6,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
59,97,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework",0.000000,0.000000,0.000000,0.075101,0.000000,0.000000,0.000000,6,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
60,97,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework",0.000000,0.000000,0.000000,0.076336,0.000000,0.000000,0.000000,6,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
61,100,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity",0.000000,0.000000,0.000000,0.077590,0.000000,0.000000,0.000000,5,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
